title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
Muy bien,"5,0 de 5 estrellas",Tal y cómo se describe,Loren,Revisado en España el 19 de julio de 2024,NEU,NEU,POS
Buen café,"5,0 de 5 estrellas",Cada día disfrutando de ella,Alberto,Revisado en España el 18 de julio de 2024,NEU,POS,POS
No está mal…,"4,0 de 5 estrellas","Pero, ¿qué sentido tiene poner los números de la jarra de cristal de color negro si su contenido es negro?(café).

Hace cinco años compré una marca “la pava” por aquí (Amazon) y hasta ahora, pero está no sé…

Me la comeré por así decirlo pero, el tema de la jarra es de cajón (que yo sepa no se hierve leche 🥛 ahí, como para poder ver los números).

Luego, solo sale inscrito el modelo pero no la marca…

En fin, no está mal pero…

Tengo la digital (12 cups) y con la antigua se podía programar hacer el café fuerte pero con esta…necesito un Master & Commander.com porque las instrucciones no son para nada, claras (vamos que, el código binario se queda atrás),",Катерина7,Revisado en España el 22 de febrero de 2024,NEU,NEU,NEU
Buenas funcionalidades y buen café de goteo.,"4,0 de 5 estrellas","Diseño atractivo, buenas funcionalidades como la de café FUERTE y muy fácil de usar gracias al panel frontal del aparato. La única pega que le encuentro es que por condensación, queda todo el cajetín mojado por gotas que se quedan en el interior del compartimento del filtro y plásticos que lo conforman. debido al cierre hermético del conjunto. Es un problema funcional de diseño, que condensa el vapor debido al cierre hermético del depósito, filtro i emisor de agua hirviendo.",Josep Serrano,Revisado en España el 13 de marzo de 2024,NEU,NEU,NEU
Fácil de usar,"4,0 de 5 estrellas","Me encanta que se pueda programar y que mantenga el café caliente. Es bastante compacta, así que no ocupa mucho espacio en la encimera y eso, para mí, es lo más importante. El café sale rico, la verdad es que me gusta más que hecho en cafetera italiana.
La jarra parece bastante delicada, he visto otras con jarras más resistentes, espero que solo sea la apariencia y que resista.
También condensa mucho en la tapa, ya había visto comentarios al respecto pero bueno, creo que es un mal menor.
Cogí la que viene con 2 filtros reutilizables.
En general, y habiendo pagado 34 euros, muy contenta con la compra.",Dalsome,Revisado en España el 6 de enero de 2024,POS,POS,POS
Manual não explica,"4,0 de 5 estrellas","El manual es pesimo! Dice por ejemplo que despues de parpadear la bombilla ella se queda fija, pero eso no pasa! Queda parpadeando hasta el final de los 40 minutos. Me gustó que se puede programar e eso funciona bien. El sabor no sé todavia evaluar, porqué estoy probando diversos tipos de café...lo mejos, hasta ahora fue con molido al instante y recalentado (! Ni van a creer, pero el recalentado quedó con sabor mucho mejor!). Otra cosa es que no se puede hacer el intenso programado...o no logré entender como. Si que se puede recalentar...basta con apretar el boton de lugar y comienza a parpadear la bombilla y recalienta...no sé porqué no lo explican en el manual. Cuanto al tamaño y apariencia, si, perfectos..
.",cyro campagnola,Revisado en España el 27 de noviembre de 2023,NEU,NEG,NEG
Cafetera,"4,0 de 5 estrellas","La cafetera es una pasada rápida y sencilla de manejar tiene para hacerse una limpieza ella sola, trae dos filtros que vienen muy bien para hacer café sin necesidad de lavar rápidamente el usado",Jose Anastasio Bernaldez,Revisado en España el 24 de marzo de 2024,NEU,POS,POS
Cafetera d goteo sin más.,"4,0 de 5 estrellas",Cumple su función y está bien en relación calidad precio.,Marcela,Revisado en España el 14 de abril de 2024,NEU,POS,POS
Cafetera,"4,0 de 5 estrellas","Es como la describen,es cómoda de fácil manejo y calidad precio genial",Cafetera,Revisado en España el 14 de abril de 2024,NEU,POS,POS
La gran cantidad,"4,0 de 5 estrellas",Muy buena pero la pegatina q lleva en la frontal no sirve,Andrés de Freitas,Revisado en España el 18 de abril de 2024,NEU,NEG,POS
Charo García,"4,0 de 5 estrellas","La cafetera funciona muy bien, lo único que no me gusta es el filtro permanente que pasa el agua muy rápido y deja posos del café en la taza, así que pongo un filtro desechable y así funciona mejor",Charo,Revisado en España el 16 de marzo de 2024,NEU,NEU,POS
Practica y bonita,"4,0 de 5 estrellas","Las cafeteras de goteo no tienen ningun misterio, el sistema es igual en todas. Me decanté por esta, por su diseño de lineas rectas y color negro y acero. Quizas es un poco mas alta que otras, pero al final te cabe en el mismo hueco. Ventajas respecto a otras: 1- Me gusta que para echar el cafe, se levante la tapa en vez de que gire hacia un lado el recipiente (en mi caso tengo el tostador sl lado y siempre me molestaba con la anterior que tenia ese sistema). 2- El filtro es permanente y se limpia muy fácil con agua, olvídate de comprar filtros de papel. 3- La jarra tiene boca ancha, lo que facilita su limpieza, hay otras que la boca es muy estrecha y cuesta limpiarla.
Como negativo (por eso no pongo 5 estrellas), es que llenando el depósito hasta la marca de 12 tazas y llenando el recipiente de cafe con cafe para 12 tazas, el cafe queda demasiado aguado. Para mi gusto, yo lleno el recipiente de cafe como para 12 tazas y echo agua, como para 8 o 9 tazas y asi consigo un cafe mas intenso.",Gustavo,Revisado en España el 1 de julio de 2023,NEU,NEU,NEU
MUY BUEN CAFE Y FACIL DE USAR,"4,0 de 5 estrellas","Play Video
En resumen se puede decir que es una caferera muy facil de usar y hace un cafe muy bueno en poco tiempo, además se nota que los materiales con los que esta fabricada son de calidad.

Paso a describir con más detalle esta cafetera. En mi caso he comprado el modelo más sencillo, solo tiene un botón de apagado y encendido.

La primera impresión cuando sacas la cafetera de la caja es que es de muy buena calidad ya qie esta fabricada en plástico y aluminio y ambos tienen muy buen tacto y aspecto, siendo robusta y con muy buen diseño.

Al abrir su cubierta superior observamos el depósito de agua con una capacidad máxima de 1,5 litros (12 tazas).

Igualmente podemos observar en filtro donde echar el café, el cial sale facilmente y tiene un pequeño asa para sacar y meter el filtro en el portafiltro.

El difusor por el que sale el agua tiene varios agujeros y parece una regadera, lo que hace que el agua llegue de foa uniforme al cafe que contiene el filtro.

La jarra tiene una capacidad de 1',5 litros.

La cafetera tiene una pitencia de 950w, lo que hace qie el café salga en poco tiempo.

El funcionamiento es muy simple, llenamos el depósito de agua, echamos la cantidad de café deseada en el filtro, cerramos la tapa superior y pulsamos el boton de encendido.

El cafe esta listo en poco tiempo y el sabor es muy bueno.

Yo he probado con varias cantidades de café y agua hasta que he encontrado el sabor deseado...

Por último decir que la cafetera incluye una cucharilla para medir la contidad de cafe, en teoría es una cucharilla por taza de café... Pero como he dicho anteriormente eso es orientativo.

Lo peor de esta cafetera es el manual de instrucciones, que no explica nada.

Las piezas de la cafetera son facilmente desmontables por ño que su limpieza es muy facil.

Recomiendo totalmente esta cafetera.",Jorge,Revisado en España el 20 de marzo de 2022,POS,POS,POS
Tener cafe listo,"4,0 de 5 estrellas","Es exactamente lo que habia pedido, en medidas y funcionamiento, lo unico que cuando termina de hacer el cafe genera tanto bao que tienes que limpiarla mas a menudo que la que tenia antes.",Miguel Ángel Encabo,Revisado en España el 13 de marzo de 2024,NEU,NEU,POS
Genial,"4,0 de 5 estrellas",Es muy bonita y funciona genial,Mila sanchez,Revisado en España el 7 de abril de 2024,NEU,POS,POS
A mí me gusta,"3,0 de 5 estrellas",A mí me gusta pero tengo que reconocer que desde que la tengo gasto más café y a mí familia no le gusta según ellos el café sale muy aguado...le veo el fallo que cuando haces el café se condensa en agua y creo que eso es un punto en contra parte del gasto de café...tiene que hacer como mínimo para 4 personas y yo para que salga una café médicamente bueno le pongo 5 casitos de café...no sé si recomendarla o no eso sí poner el café y programarla para que salga el café a la hora que tú quieras eso es un GRAN PUNTO A SU FAVOR SIN LUGAR A DUDAS.,Loli,Revisado en España el 17 de abril de 2024,NEU,NEU,POS
Buena cafetera,"4,0 de 5 estrellas","Play Video
Maravillosa excepto por el poco tiempo que mantiene caliente el café","El único fallo es que apaga la base a los 40 mtos (no es incidencia, es para que no se queme el café) y es poco tiempo para dejarlo caliente",Revisado en España el 11 de marzo de 2024,NEU,POS,POS
Funcionalidad,"4,0 de 5 estrellas","Es fácil de usar, la pantalla no se apaga siempre esta encendida no me gusta mucho, el café queda bien aunque no muy caliente.",Sergio Aldana,Revisado en España el 19 de marzo de 2024,NEU,POS,POS
Fácil de usar,"4,0 de 5 estrellas","Perfecta para la oficina, permite hacer hasta 12 cafés, incluso programar la cafetera.",Cliente Amazon,Revisado en España el 28 de marzo de 2024,NEU,NEU,POS
CASI PERFECTA,"4,0 de 5 estrellas","Me encanta esta cafetera, hace un café riquísimo, yo la uso con filtro de papel, el café queda más limpio, sin posos. Me gusta muchísimo que es programable y a un precio muy asequible.
El único pero que le veo, en estos tiempos de ahorro energético es que la pantalla no se apaga a no ser que la desenchufes, lo que no es viable si la programas para hacer café a la mañana, la pantalla está toda la noche encendida con el consiguiente gasto eléctrico.
Por eso le pongo 4 estrellas y no 5.",Raul,Revisado en España el 11 de noviembre de 2023,NEU,NEU,POS
Buena opción por calidad-precio Cafetera 6 tazas,"4,0 de 5 estrellas","Es una cafetera de goteo compacta, rápida y hace buen café.
Al ser de color oscuro no se distingue bien el nivel de agua que le echas y alguna vez se me ha salido por el hueco que lleva para ello en la parte de atrás.
Por lo demás, creo que en cafeteras pequeñas de goteo, por precio y diseño es la mejor.
Uno de esos casos en los que tienes que dar gracias a Cecotec por hacer buenos productos a precio accesible.",NDD,Revisado en España el 5 de diciembre de 2023,NEU,POS,POS
buen producto,"4,0 de 5 estrellas","Hace el cafe super rapido,me parece una buena compra",No me han llegado,Revisado en España el 19 de marzo de 2024,POS,POS,POS
Utilidad,"4,0 de 5 estrellas","Es rápida y fácil de usar y lavar, lo único que la pantalla siempre queda prendida y no hay un modo descanso",Muy delicada con todos los detalles.,Revisado en España el 29 de febrero de 2024,NEU,NEU,POS
Me encanta,"5,0 de 5 estrellas",Me encanta. El café es muy bueno y se hace en un momento. Muy fácil de usar y de limpiar. Lo que me encanta es que se puede programar para tener café caliente cuando te despiertas.,Nathalie,Revisado en España el 19 de abril de 2024,NEU,POS,POS
Calidad,"4,0 de 5 estrellas","De momento bien. Hace rico el café.
Pesa muy poco, tengo que sujetarla para levantar la tapa y no debo pasarme del agua porque por detrás tienen un orificio donde sale lo que sobra😂😂 . Me gusta que se apague cuando yo me olvido. Para la calidad y precio que tiene está bien.",ANA M. D.S.,Revisado en España el 18 de diciembre de 2023,NEU,NEU,POS
No me termino de gustar,"4,0 de 5 estrellas","En primer lugar he de decir que funciona bien, el café sale caliente y la calidad de los materiales es aceptable pero en contra tiene que hace mucho vapor de agua que queda retenida debajo de la tapa y cuando la levantas está todo mojado y el agua queda retenida alrededor del filtro cosa que no nos ha gustado por que no se desagüa y queda ahí.",Sendrety,Revisado en España el 29 de noviembre de 2023,NEU,NEU,NEG
El servicio postventa es un chiste de los muy malos,"1,0 de 5 estrellas","Antes de la verdadera reclamación, ni el café sale tan bueno como pintan, y la calidad el material es lamentable.
Os cuento mi historia con el SAC de esta empresa, con lo que les he escrito.
--------------------------------------------------------------------
Pedí un reemplazo de una cafetera Cecotec Smart 66, con menos de dos meses de uso, en la cual se rompió la jarra sola. Aún así no insistí en ello porque se puede romper una jarra de cristal (malo) por mil motivos diferentes. Este pedido se realizó el 25 de Enero. El plazo de entrega que me dijistéis era entre 10 y 15 días.

El 11 de Febrero puse una primera reclamación. No hubo ninguna explicación de por qué tardaba tanto, aún así no protesté porque pensé que efectivamente ibáis a arreglar el problema enviando la jarra. Este ticket de petición se abrió y cerró en menos de media hora, lo cual ya me parece raro.

El 19 de Febrero puse una nueva reclamación, con número 01440120. Esta vez no fuí suave, y os advertí que si para el martes 23 no tenía la jarra, no la quería. Aún así he esperado hasta hoy, día 26. Otra vez el ticket fue cerrado al poco rato de apertura (y esa manía de cerrar tickets de incidencias que no han sido resueltas???). Otra vez no fuisteis capaz de dar ninguna explicación.

En los tiempos que estamos pasando, puedo ir a cualquier compañía de transporte, enviar algo y estar al día siguiente en el destino solicitado. Han pasado 32 días desde el pedido y, puesto que carezco de explicaciones, solo puedo pensar que no habéis hecho absolutamente nada por el envío del producto que he pedido. ¿Sois capaces de dar una explicación ahora? Os he llamado de nuevo, y la primera pregunta que me han hecho es, literalmente, ""¿pero qué ha pedido usted exactamente?"". Y encima, vuestra querida trabajadora, se pone chula conmigo, el cliente cabreado con vuestro servicio. Y de paso, tira fichas al resto de empleados diciendo que ellos no tienen que saber qué pasa. Los trabajadores de ese departamento dejan mucho que desear.

Nunca, en mi vida, he visto un servicio de atención al cliente tan PÉSIMO, porque hasta las tiendas de barrio se preocupan más por el cliente. El descontento no es que sea enorme, es lo siguiente. Mi nivel de satisfacción con vosotros es leer la marca Cecotec en cualquier producto y querer huir, avisando a posibles compradores que ni se atrevan.

Como podéis imaginar, no quiero ya esta jarra. De hecho, si tengo algún día libre, no me importaría enviaros la cafetera que está intacta, que de un día para otro la tendríais.

Un consejo, una empresa no se mantiene en pie solo a base de ventas de productos a buen precio, necesita también un servicio de atención al cliente / postventa que ofrezca un mínimo de calidad para atender los problemas que puedan causar los productos, porque esto va a afectar a posibles compras en un futuro, tanto de la persona con el problema, como de otros posibles clientes, los cuales tendrán malas recomendaciones.
--------------------------------------------------------------------

Espero que, tras esta información que os he dado, os planteeis seriamente comprar cualquier producto Cecotec, porque esta es sólo una opinión de su servicio técnico de las mil que tienen, que no hay que mirar mucho para ver como todos tenemos punto en común. Como compréis un producto con defecto, y tengáis que poner una reclamación, mucha suerte (y paciencia, la necesitaréis).",Pejota,Revisado en España el 26 de febrero de 2021,NEG,NEG,NEG
